outcome,payment_account_prefix_same_as_address_prefix,payment_account_infrequent_account,payment_account_rare_account,bids_per_auction_per_ip_entropy_median,bids_per_auction_per_ip_entropy_mean,ips_per_bidder_per_auction_median,ips_per_bidder_per_auction_mean,only_one_user,ip_only_one_user_counts,on_ip_that_has_a_bot,on_ip_that_has_a_bot_mean,ip_entropy,dt_change_ip_median,dt_same_ip_median,num_first_bid,short,t_until_end_median,t_since_start_median,max_bids_in_hour72,sleep,dt_others_median,f_dt_others_lt_cutoff,dt_self_median,dt_self_min,monday,tuesday,wednesday,balance,bids_per_auction_median,bids_per_auction_mean,n_bids,n_urls,n_bids_url,f_urls,vasstdc27m7nks3,url_entropy,countries_per_bidder_per_auction_median,countries_per_bidder_per_auction_mean,countries_per_bidder_per_auction_max
,1,0,0,0,0,1,1.05,0.125,0.125,1,0.45,42.33561646,1.73E+11,-1,0,0.428571429,7.25E+13,1.20E+12,4,0,1000000000,0.142857143,1.73E+11,2947368420,16,5,0,-9.883867766,1,1.05,21,6,21,0.285714286,0.714285714,17.14439528,1,1,1
,1,0,0,0,0,1,1,0.333333333,0.333333333,1,0.5,0,1.32E+12,-1,0,0,4.29E+12,7.30E+13,1,1,973684210,0,1.32E+12,1.32E+12,0,1,1,0,1,1,2,2,2,1,0.5,0,1,1,1
,1,0,0,0,17.9604939,1,7.1,0.180487805,0.180487805,1,0.362745098,634.4489323,52894736843,1210526316,1,1,5.62E+12,7.96E+12,16,0,95131578948,0,43684210526,105263160,44,52,72,-3.598105597,1,8.4,168,40,168,0.238095238,0.19047619,470.1871482,1,1,1
,0,0,0,0,4.931509458,1,3.577464789,0.399082569,0.399082569,1,0.12173913,1189.783849,31578947368,2157894736,3,1,5.12E+12,7.41E+12,12,0,6315789474,0.043824701,26263157894,105263158,78,91,93,-0.765129011,1,3.690140845,262,10,262,0.038167939,0.480916031,240.9439812,1,1,1
,1,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,1,9.30E+12,4.34E+12,1,1,0,1,,,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
,0,0,1,0,3.913329886,1,3.142857143,0.384158416,0.384158416,1,0.167420814,1406.693111,18421052632,3315789474,0,1,5.17E+12,6.70E+12,20,0,315789474,0.319218241,15131578948,52631578,69,149,93,-15.78653066,2,3.702380952,311,239,311,0.768488746,0.032154341,1440.031612,1,1.071428571,3
,0,0,1,0,27.4390316,2,7.79047619,0.29610212,0.29610212,1,0.214618974,19816.78391,4736842106,1894736842,6,0.190090674,9.37E+12,1.32E+13,81,0,2421052632,0.065812262,4526315790,0,998,951,1139,-9.181269889,2,9.803174603,3088,1570,3088,0.508419689,0.117875648,16775.99747,1,1.006349206,2
,0,0,0,0,0,1,1,0.428571429,0.428571429,0,0,8.525161361,2.40E+12,-1,0,0.125,3.78E+13,1.00E+13,1,1,2315789473,0.125,2.40E+12,1.80E+11,2,3,3,0,1,1,8,2,8,0.25,0.625,4.65396035,1,1,1
,0,0,1,0,8.917460224,2,4.448916409,0.203104213,0.203104213,1,0.275896414,10857.69419,4631578948,1842105264,4,1,5.53E+12,5.64E+12,65,0,1421052632,0.150531287,4026315789,0,543,726,528,-19.6734116,2,5.563467492,1797,52,1797,0.028937117,0.141903172,2499.799221,1,1.123839009,7
,0,0,1,0,0,1,1,0,0,1,0.5,9.239510749,2.61E+12,86263157896,0,1,2.16E+12,1.14E+13,4,1,14736842105,0,1.11E+11,6105263158,0,6,8,-4.430816799,1,1.555555556,14,1,14,0.071428571,0,0,1,1,1
,0,1,0,0,0,1.5,1.5,0,0,0,0,0.693147181,43210526315,-1,0,1,1.02E+13,3.41E+12,1,1,0,1,43210526315,39210526316,3,0,0,-1.791759469,1.5,1.5,3,1,3,0.333333333,0,0,1.5,1.5,2
,0,1,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,3.04E+12,1.06E+13,1,1,3000000000,0,,,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1
,0,0,1,0,0,1,1,0.166666667,0.166666667,1,0.6,3.17805383,3.57E+12,-1,0,1,8.30E+12,5.25E+12,1,1,3105263158,0,3.57E+12,6.77E+11,1,3,1,-0.405465108,1,1,5,4,5,0.8,0.4,3.17805383,1,1,1
,0,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,0,6.81E+13,9.16E+12,1,1,52631580,1,,,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1
,0,0,0,0,0,1,1,0,0,1,0.5,0,-1,-1,0,0.5,2.82E+13,9.77E+12,1,1,1.86E+11,0,,,0,0,2,-0.693147181,1,1,2,2,2,1,0,0,1,1,1
,0,0,1,0,3.931398444,1,3.344827586,0.338427948,0.338427948,1,0.151750973,1411.308587,24263157894,5552631579,0,1,5.85E+12,5.53E+12,19,0,421052632,0.265780731,22947368421,52631580,109,90,104,-0.970036337,1,3.482758621,303,166,303,0.547854785,0.145214521,1152.349554,1,1.022988506,2
,0,0,1,0.693147181,1248.640103,2,106.2272727,0.275371333,0.275371333,1,0.13391424,230799.2628,526315790,526315788,15,0.071519313,5.86E+13,1.19E+13,1179,0,1052631578,0.147578913,526315790,0,9823,10144,9158,-26.20716414,3,220.6439394,29125,9874,29125,0.339021459,0.106815451,185318.8558,1,1.196969697,6
,0,0,0,8.525161361,145.7305649,7,36.04347826,0.409033079,0.409033079,1,0.049180328,5314.695518,12105263160,7868421052,0,0.218514532,1.19E+13,1.06E+13,29,0,1578947368,0.061652281,12105263156,0,269,293,367,-8.245348723,8,40.39130435,929,411,929,0.442411195,0.435952637,3214.44732,1,1,1
,0,0,0,0,0,1,1,0.25,0.25,1,0.333333333,0.693147181,2.33E+12,-1,0,1,4.83E+12,4.96E+12,1,1,736842104,0.333333333,2.33E+12,4.48E+11,1,1,1,0,1,1,3,3,3,1,0,0.693147181,1,1,1
,0,0,0,0,9.174046971,2,5.163793103,0.13238036,0.13238036,1,0.308012487,8302.436221,8736842106,1789473684,6,0.151862464,6.22E+12,6.45E+13,179,0,1210526316,0.164393939,7578947368,0,526,409,461,-7.361224521,2,6.017241379,1396,589,1396,0.421919771,0.348137536,5844.474146,1,1.314655172,9
,0,0,1,0,0,1,1.25,0,0,1,0.4,3.17805383,2.73E+12,-1,1,1,6.13E+12,7.04E+12,1,1,48184210525,0,2.73E+12,4.22E+11,2,1,2,0,1,1.25,5,2,5,0.4,0.8,1.386294361,1,1,1
,0,0,1,1.791759469,35.92690132,3,10.35435435,0.244526673,0.244526673,1,0.143434343,33352.02545,2894736842,2368421052,5,0.341428571,1.01E+13,8.70E+12,162,0,1157894736,0.130801688,2736842106,0,2266,1359,1275,-176.148514,4,14.71471471,4900,1505,4900,0.307142857,0.214489796,25782.96685,1,1.168168168,10
,0,0,1,0,12.59345162,1,4.666666667,0.072727273,0.072727273,1,0.775,147.7846198,3.42E+11,1.02E+11,0,0.039215686,1.32E+13,6.40E+13,5,0,52631580,0.784313725,2.97E+11,842105262,22,16,13,-1.179984961,1,5.666666667,51,19,51,0.37254902,0.333333333,105.4095445,1,1.222222222,3
,0,0,0,0,13.11291091,1,3.316831683,0.143656716,0.143656716,1,0.651079137,2210.733602,33421052632,4473684210,0,0.074074074,1.08E+13,5.89E+13,16,0,105263156,0.600877193,31105263156,52631580,143,153,163,-0.65192508,1,4.544554455,459,238,459,0.518518519,0.246187364,1799.345262,1,1.198019802,17
,0,0,1,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,6.62E+11,8.44E+12,1,1,1736842108,0,,,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1
,0,0,1,0,59.89749732,2,15.18604651,0.288975864,0.288975864,1,0.154334709,30716.05278,1947368422,1052631580,5,1,5.89E+12,6.68E+12,117,0,1105263159,0.130528846,1894736842,0,1323,1493,1544,-9.331123781,2,16.89922481,4360,251,4360,0.057568807,0.267201835,14295.23582,1,1.895348837,19
,0,0,0,0,14.95258953,2,7.363636364,0.424657534,0.424657534,1,0.103773585,1609.98073,27473684211,-1,0,0.348214286,7.19E+12,9.99E+12,19,0,210526316,0.402555911,27473684211,52631578,84,105,147,-8.992394394,2,7.636363636,336,2,336,0.005952381,0.99702381,5.814130532,1,2.409090909,25
,0,0,0,0,0,1,1,0,0,1,1,0,-1,1.82E+11,0,1,8.55E+12,4.79E+12,1,1,1.44E+11,0,1.82E+11,1.82E+11,0,2,0,-0.693147181,1,1,2,1,2,0.5,0,0,1,1,1
,0,0,0,0,0.278132777,1,1.489795918,0.1875,0.1875,1,0.467741935,254.2088333,1.01E+11,4000000000,2,1,4.12E+12,5.23E+12,5,0,1710526315,0.175675676,94631578946,1368421052,26,27,25,-0.037740328,1,1.591836735,78,10,78,0.128205128,0.269230769,110.9996972,1,1.224489796,4
,0,0,1,0,0,1,1.151515152,0.264150943,0.264150943,1,0.194444444,102.9681986,4.18E+11,6210526314,0,0.230769231,1.04E+13,7.83E+12,4,0,1631578948,0.128205128,3.68E+11,2894736840,19,15,5,-4.370155754,1,1.181818182,39,18,39,0.461538462,0.230769231,81.3535277,1,1,1
,0,0,0,0,14.23444649,2,6.473684211,0.133806386,0.133806386,1,0.246704331,9772.870712,4631578948,894736841,2,0.335868929,7.64E+12,9.16E+12,480,0,631578948,0.276137761,3789473686,0,573,583,553,-0.409840886,2,8.177033493,1709,616,1709,0.360444705,0.42715038,6528.209355,1,1.057416268,6
,0,1,0,0,86.44694665,2,17.39787798,0.211024441,0.211024441,1,0.191104793,56719.96992,2157894738,1210526316,1,0.055101503,1.12E+13,6.38E+13,220,0,736842106,0.163874132,2105263156,0,2406,2500,2680,-7.626796788,2,20.12201592,7586,948,7586,0.124967045,0.293698919,33465.80829,1,1.917771883,27
,0,0,1,0,0.086643398,1,1.125,0,0,1,0.857142857,14.41126539,2.57E+12,75157894738,0,0,5.46E+13,8.69E+12,2,1,1210526316,0.090909091,2.48E+12,684210526,3,3,5,-0.223143551,1,1.375,11,6,11,0.545454545,0.545454545,10.31692083,1,1,1
,0,0,1,0,0,1,1,0,0,1,1,0,-1,-1,0,0,9.88E+11,7.63E+13,1,1,52631580,1,,,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1
,0,0,0,0,0,1,1.333333333,0.333333333,0.333333333,1,0.5,1.791759469,4.88E+12,-1,0,0.25,6.45E+13,1.26E+13,1,1,1026315790,0.25,4.88E+12,6.09E+11,1,0,3,-1.098612289,1,1.333333333,4,4,4,1,0.25,1.791759469,1,1,1
,0,0,0,0,18.92703352,1,6.266666667,0.145092461,0.145092461,1,0.284444444,4072.179141,16026315789,3105263158,2,0.024958403,6.74E+13,9.65E+12,53,0,105263156,0.575168919,6473684210,0,377,363,462,-7.004180424,1,13.35555556,1202,234,1202,0.194675541,0.087354409,3353.831054,1,1.922222222,15
,0,0,0,3.17805383,432.2068106,5,36.85123967,0.187325143,0.187325143,1,0.090252708,71478.91026,526315790,578947368,20,1,5.11E+12,7.73E+12,529,0,421052632,0.199944614,526315790,0,3782,4206,5374,-149.5507416,5,110.4297521,13362,1477,13362,0.110537345,0.600284389,40346.95135,1,1.454545455,9
,0,0,0,0,0,1,1,0.222222222,0.222222222,1,0.5,6.579251212,1.72E+12,9052631580,0,0.571428571,4.87E+12,3.21E+12,1,1,8026315790,0,1.50E+12,9052631580,3,3,1,-0.405465108,1,1.166666667,7,3,7,0.428571429,0.142857143,4.787491743,1,1,1
,0,0,0,0,0,1,1,0,0,1,0.5,0,2.78E+12,-1,0,0,7.35E+13,3.37E+12,1,1,2052631580,0,2.78E+12,2.78E+12,1,1,0,0,1,1,2,2,2,1,0,0,1,1,1
,0,0,0,0,0.569616476,1,1.931034483,0.243243243,0.243243243,1,0.509090909,168.3274454,1.16E+11,-1,0,1,9.00E+12,3.72E+12,4,0,631578948,0.232142857,1.16E+11,3631578946,31,11,14,-5.710539,1,1.931034483,56,31,56,0.553571429,0.267857143,130.7398619,1,1.413793103,6
,0,0,1,0,0.957498349,2,2.2,0.380952381,0.380952381,1,0.4,19.29406732,7.52E+11,1.77E+11,2,1,5.51E+12,4.23E+12,2,1,16657894737,0.1,3.94E+11,42000000000,3,7,3,-0.965080896,2,2.6,13,5,13,0.384615385,0.230769231,16.11601348,1,1,1
,0,0,1,0,6.775580651,2,4.666666667,0.404844291,0.404844291,1,0.08,679.1593963,43473684210,2631578947,9,1,4.60E+12,5.57E+12,15,0,6368421054,0.037593985,13684210524,0,49,68,55,-1.601642982,2,5.212121212,172,7,172,0.040697674,0.023255814,157.1178413,1,1,1
,0,0,0,0,0,1,1,0.333333333,0.333333333,0,0,0,2.82E+12,-1,0,1,5.84E+12,7.80E+12,1,1,1131578948,0,2.82E+12,2.82E+12,0,1,1,0,1,1,2,2,2,1,0,0,1,1,1
,0,1,0,0,0,1,1.133333333,0.227272727,0.227272727,1,0.6,29.97871293,5.10E+11,17631578947,0,1,6.99E+12,6.31E+12,3,0,4868421053,0.125,3.24E+11,105263156,7,7,3,-0.896088025,1,1.133333333,17,9,17,0.529411765,0.470588235,22.14669875,1,1,1
,0,0,1,0,35.4389601,2,11.21428571,0.195156695,0.195156695,1,0.336653386,6005.113256,736842104,1894736843,1,1,4.84E+12,8.60E+12,170,0,684210526,0.223205506,736842106,0,312,400,418,-8.783608881,2,13.45238095,1130,89,1130,0.078761062,0.200884956,2380.013065,1,1.130952381,3
,1,0,0,0,1.314949956,2,2.068965517,0.111111111,0.111111111,1,0.677419355,208.4512344,56000000000,46447368420,0,1,3.53E+12,5.47E+12,6,0,5000000000,0.025316456,56000000000,52631580,20,28,32,-1.406540039,2,2.75862069,80,1,80,0.0125,1,0,1,1,1
,1,0,0,0,0,1,1.25,0.285714286,0.285714286,1,0.5,3.17805383,4.72E+12,42684210526,0,0.2,6.64E+13,9.22E+12,2,1,12578947368,0,1.25E+12,42684210526,1,1,3,-0.405465108,1,1.25,5,2,5,0.4,0,1.386294361,1,1,1
,0,0,0,0,7.873048241,1,3.8875,0.232575202,0.232575202,1,0.291549296,5945.487137,8842105264,4210526316,25,1,5.95E+12,6.17E+12,26,0,1763157895,0.123469388,8263157896,0,344,330,372,-1.301297929,1,4.358333333,1046,728,1046,0.695984704,0.169216061,5190.399948,1,1.733333333,38
,0,0,1,0,1.282113181,1,2.204081633,0.191919192,0.191919192,1,0.27173913,1039.734266,62000000001,5736842105,1,0.2125,1.04E+13,9.26E+12,24,0,736842104,0.195744681,45368421053,105263158,82,79,79,-0.037115133,1,2.448979592,240,92,240,0.383333333,0.454166667,625.5441531,1,1.020408163,3
,0,0,1,0,0,1,1.333333333,0,0,1,0.5,1.791759469,3.59E+12,-1,0,0,6.64E+13,1.09E+13,1,1,263157895,0.5,3.59E+12,3.45E+12,0,1,3,-1.098612289,1,1.333333333,4,3,4,0.75,0.5,1.791759469,1,1.333333333,2
,0,1,0,0,0.160316558,1,1.580645161,0.087719298,0.087719298,1,0.608695652,151.7164454,36052631578,7815789473,0,0.480769231,1.24E+12,7.04E+13,4,0,1526315790,0.14,34315789472,210526316,0,0,52,-52.95524419,1,1.677419355,52,6,52,0.115384615,0.307692308,46.41809765,1,1,1
,0,0,0,0,0.142635881,1,1.4375,0.25,0.25,1,0.347826087,136.8027226,2.70E+11,2657894737,0,0.125,1.03E+13,3.85E+13,4,0,1184210527,0.0625,2.64E+11,1789473684,18,14,16,-0.242946179,1,1.5,48,8,48,0.166666667,0.333333333,59.73912272,1,1.1875,2
,0,1,0,0,0,1,1,0,0,1,0.2,130.1966417,5.87E+11,1631578948,2,0.386363636,1.04E+13,3.43E+13,29,1,8684210528,0.057142857,1710526315,52631578,68,20,0,-47.119744,1.5,3.666666667,88,8,88,0.090909091,0.613636364,115.1809772,1,1,1
,0,0,0,0,0,1,1,0.333333333,0.333333333,1,0.5,0,7.03E+11,-1,0,1,1.63E+12,1.01E+13,1,1,3105263158,0,7.03E+11,7.03E+11,0,0,2,-0.693147181,1,1,2,2,2,1,0,0,1,1,1
,0,0,0,0,0.120277654,1,1.409836066,0.137254902,0.137254902,1,0.25,303.9937096,1.56E+11,605263158,0,0.306818182,1.09E+13,8.86E+12,8,0,684210526,0.24137931,1.33E+11,105263156,25,38,25,-1.803094777,1,1.442622951,88,12,88,0.136363636,0.227272727,114.068446,1,1,1
,0,0,1,0,0.712406366,1,2,0,0,1,0.615384615,115.2060702,3.70E+11,1.28E+11,0,0.081632653,5.10E+13,1.28E+13,3,0,368421052,0.265306122,2.97E+11,2000000000,14,13,22,-1.365772725,1,2.130434783,49,26,49,0.530612245,0.408163265,101.3340395,1,1,1
,0,0,1,0,0.382429397,1,1.835443038,0.202185792,0.202185792,1,0.294117647,579.3411256,26315789475,2263157896,0,0.171232877,6.78E+13,7.91E+12,8,0,2421052630,0.082758621,24368421052,105263158,0,84,62,-58.38472023,1,1.848101266,146,8,146,0.054794521,0.239726027,122.405802,1,1.063291139,3
,0,0,0,0,0,1,1,0.166666667,0.166666667,1,0.75,3.17805383,4.51E+11,-1,0,0.4,6.41E+13,8.06E+12,2,1,7578947368,0,4.51E+11,4947368422,0,3,2,-1.098612289,1,1,5,1,5,0.2,1,0,1,1,1
,0,0,0,0,1.660978305,1,1.811320755,0.194630872,0.194630872,1,0.492957746,420.0153115,22605263158,2368421052,1,1,3.89E+11,1.28E+13,20,0,1736842106,0.257425743,4526315788,0,15,19,86,-36.49818507,1,2.264150943,120,67,120,0.558333333,0.191666667,382.4000475,1,1.113207547,7
,0,1,0,0,1.017712407,2,2.272727273,0.033557047,0.033557047,1,0.710526316,537.7555398,70210526316,5842105264,1,1,6.07E+12,5.89E+12,6,0,4789473684,0.052238806,56157894736,52631578,36,76,32,-11.4770186,2,2.618181818,144,58,144,0.402777778,0.493055556,329.0440793,1,1,1
,0,0,1,0,0.06301338,1,1.272727273,0.318181818,0.318181818,1,0.428571429,25.19122118,3.75E+11,1947368420,0,1,8.38E+12,4.77E+12,3,1,157894738,0.4,3.38E+11,1947368420,5,7,3,-0.741937345,1,1.363636364,15,7,15,0.466666667,0.533333333,16.66605982,1,1,1
,0,0,1,0,0,1,1.066666667,0.2,0.2,1,0.533333333,27.89927138,1.09E+12,-1,1,0.25,9.74E+12,3.84E+13,3,0,2526315790,0,1.09E+12,56473684210,5,6,5,0,1,1.066666667,16,5,16,0.3125,0.125,15.0974439,1,1,1
,0,0,0,0.693147181,1.290400337,3,3,0.153846154,0.153846154,1,0.111111111,14.41126539,2.37E+12,40710526316,0,0.272727273,5.04E+12,5.33E+12,2,1,157894736,0.454545455,2.07E+12,36105263158,3,5,3,-0.223143551,3,3.666666667,11,2,11,0.181818182,0.727272727,5.886104031,1,1,1
,0,0,1,0.693147181,11.82276883,2.5,6.093167702,0.216008389,0.216008389,1,0.184193754,14308.25751,6578947368,2578947368,2,0.271511369,1.06E+13,7.63E+12,194,0,1052631578,0.175930179,6052631578,0,780,822,641,-12.25779579,3,6.965838509,2243,861,2243,0.383860901,0.329023629,10092.46619,1,1.124223602,10
,0,0,1,0,1.59741053,2,2,0.333333333,0.333333333,1,0.117647059,186.7523089,91763157895,16263157894,0,1,8.28E+12,5.08E+12,7,0,7210526316,0.026666667,61263157894,736842104,34,21,27,-1.513684676,2,3.416666667,82,16,82,0.195121951,0.146341463,178.3851218,1,1,1
,0,0,0,0,0,1,1,0.333333333,0.333333333,0,0,0,3.92E+12,-1,0,0.5,3.93E+13,4.74E+12,1,1,2605263158,0,3.92E+12,3.92E+12,1,1,0,0,1,1,2,2,2,1,0.5,0,1,1,1
,0,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,1.26E+11,1.34E+13,1,1,947368420,0,,,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1
,0,0,0,0,0,1,1,0.25,0.25,1,0.666666667,0.693147181,1.17E+13,-1,0,0.666666667,4.91E+12,1.33E+13,2,1,10000000000,0.333333333,1.17E+13,1.17E+13,1,1,1,0,1,1,3,3,3,1,0.333333333,0.693147181,1,1,1
,0,0,1,1.791759469,1.791759469,3,3,0.2,0.2,1,0.666666667,1.791759469,6.96E+11,6.85E+11,0,1,1.82E+12,1.18E+13,1,1,78947370,0.75,6.85E+11,36210526316,0,0,4,-2.48490665,4,4,4,2,4,0.5,0.75,1.098612289,1,1,1
,1,0,0,0,0,1,1,0.2,0.2,1,0.75,1.791759469,5.93E+11,-1,0,1,2.71E+12,9.10E+12,1,1,3289473685,0,5.93E+11,4.97E+11,0,2,2,-0.693147181,1,1,4,4,4,1,0.25,1.791759469,1,1,1
,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,6.06E+12,7.12E+13,1,1,67842105264,0,,,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
,0,0,0,0,0,1,1,0.25,0.25,1,0.333333333,0.693147181,3.86E+12,-1,0,1,9.49E+12,4.15E+12,1,1,1578947368,0,3.86E+12,4.76E+11,2,0,1,-0.693147181,1,1,3,3,3,1,0,0.693147181,1,1,1
,0,1,0,0,23.17489873,1,5.313253012,0.285620053,0.285620053,1,0.317258883,6275.25332,7578947370,2789473684,2,1,6.11E+12,7.09E+12,31,0,105263156,0.593252109,7157894736,0,310,514,259,-48.33836482,1,6.524096386,1083,741,1083,0.684210526,0.199445983,5514.665033,1,1.391566265,28
,0,1,0,0,0,1,1.111111111,0.230769231,0.230769231,1,0.2,12.80182748,2.22E+12,-1,0,0.2,6.36E+13,1.10E+13,2,0,43631578947,0.1,2.22E+12,1.59E+11,2,3,5,-0.510825624,1,1.111111111,10,7,10,0.7,0.2,12.1086803,1,1,1
,0,1,0,0,21.8461339,1,5.007407407,0.121308017,0.121308017,1,0.464646465,4623.122798,21052631579,4315789472,1,0.06242497,1.34E+13,1.24E+13,25,0,52631580,0.63559322,20368421052,0,289,292,252,-1.81204374,1,6.17037037,833,567,833,0.680672269,0.18607443,4078.475235,1,1.22962963,24
,0,1,0,0,0.059725316,1,1.133333333,0.095238095,0.095238095,1,0.625,99.33061245,2.50E+11,8710526318,0,1,7.35E+12,4.67E+12,3,0,2894736844,0.108108108,2.33E+11,894736844,14,12,12,-0.074107972,1,1.266666667,38,21,38,0.552631579,0.368421053,76.7784486,1,1.033333333,2
,0,0,0,0,0,1,1,0,0,1,1,0,-1,52631580,0,0.92601432,2.69E+12,2.21E+12,376,1,368421052,0.222222222,52631580,0,427,0,411,-336.6009681,160,119.7142857,838,1,838,0.001193317,1,0,1,1,1
,0,1,0,0,1.748659597,1,2.448818898,0.243421053,0.243421053,1,0.404494382,1630.029233,20894736841,1973684209,1,1,5.84E+12,5.32E+12,19,0,894736842,0.198224852,18315789475,52631580,105,153,87,-9.813138032,1,2.716535433,345,117,345,0.339130435,0.313043478,1097.239905,1,1.149606299,8
,0,0,0,0,19.8184205,2,5.195121951,0.098360656,0.098360656,1,0.596491228,1683.659455,6736842106,5421052632,0,1,2.88E+12,9.31E+12,20,0,684210528,0.169950739,6631578948,0,0,71,369,-285.6257444,2,10.73170732,440,246,440,0.559090909,0.363636364,1539.156315,1,1.658536585,11
,0,0,0,0,0,1,1,0,0,1,1,0.693147181,4.95E+12,-1,0,1,5.90E+12,7.74E+12,1,1,8947368422,0.333333333,4.95E+12,4.33E+12,1,1,1,0,1,1,3,2,3,0.666666667,0.333333333,0.693147181,1,1,1
,1,0,0,0,2.788984434,1,2.818181818,0.023255814,0.023255814,1,0.708333333,80.52913833,3.59E+11,75052631580,1,0.428571429,6.45E+13,5.38E+12,3,0,45789473684,0,2.66E+11,421052632,16,19,7,-2.963242106,3,3.818181818,42,13,42,0.30952381,0.166666667,79.08568556,1,1,1
,0,0,1,0,0.04200892,1,1.212121212,0.176470588,0.176470588,1,0.457142857,112.2424523,4.59E+11,842105264,0,0.404761905,1.02E+13,7.68E+12,6,0,947368421,0.142857143,3.67E+11,105263158,18,15,9,-1.522880524,1,1.272727273,42,3,42,0.071428571,0.380952381,31.350211,1,1,1
,0,0,0,0,17.81425974,1.5,8,0.291666667,0.291666667,1,0.35483871,85.05446702,3.92E+11,-1,0,0.088235294,9.45E+12,6.61E+13,5,0,52631578,0.794117647,3.92E+11,10947368420,13,10,11,-0.167054085,1.5,8.5,34,7,34,0.205882353,0.617647059,39.13533162,1,1.25,2
,0,0,0,0,9.144911884,1,4.545454545,0.395833333,0.395833333,1,0.064638783,1532.440357,16368421052,3526315789,5,1,4.15E+12,3.08E+12,19,0,7394736843,0.025157233,15315789474,0,137,176,35,-53.92419429,1,5.272727273,348,232,348,0.666666667,0.074712644,1546.527485,1,1,1
,1,0,0,0,9.174395596,1,3.444444444,0.086956522,0.086956522,1,0.935483871,111.5493051,1.15E+11,94605263158,0,1,4.50E+12,8.22E+12,4,0,3578947369,0,1.15E+11,157894736,7,18,17,-2.852016471,1,4.666666667,42,1,42,0.023809524,1,0,1,1,1
,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,5.94E+13,5.27E+12,1,1,526315790,0,,,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
,0,0,1,0,0,1,1,0,0,1,1,0,-1,-1,0,1,1.15E+13,2.16E+12,1,1,105263156,1,,,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1
,0,0,1,0,1.196872936,1.5,2.5,0,0,1,0.4,12.80182748,2.50E+12,-1,0,0.2,1.18E+13,8.75E+12,2,1,52631579,0.7,2.50E+12,21736842104,5,2,3,-0.510825624,1.5,2.5,10,3,10,0.3,0,7.321188557,1,1.25,2
,0,0,0,0.895879735,0.895879735,2,2,0,0,1,0.5,3.17805383,8.95E+11,526315788,0,0,5.55E+13,1.23E+13,2,1,52631578,0.6,7.28E+11,526315788,0,2,3,-1.098612289,2.5,2.5,5,1,5,0.2,1,0,1.5,1.5,2
,0,0,0,,,,,,,0,0,,-1,-1,0,,,,,0,,,,,0,0,0,0,,,,,,,0,,,,
,0,0,1,1.791759469,1.791759469,3,3,0,0,1,1,1.791759469,94736842105,421052632,0,1,7.23E+12,2.24E+12,3,1,26315790,0.75,21631578948,421052632,4,0,0,-2.48490665,4,4,4,2,4,0.5,0,1.098612289,1,1,1
,0,1,0,0,0,1,1,0,0,1,0.5,0.693147181,-1,526315792,0,0,6.52E+12,7.08E+13,2,1,3263157894,0.5,526315792,526315792,1,2,0,-0.693147181,1.5,1.5,3,2,3,0.666666667,0,0.693147181,1,1,1
,0,0,0,17.50230785,34.70168161,12,13.28571429,0.256900212,0.256900212,1,0.275,1445.795966,8500000002,1842105264,0,1,1.56E+12,8.48E+12,28,0,5526315788,0.027118644,6842105262,52631578,55,114,181,-35.325357,12,16.66666667,350,1,350,0.002857143,1,0,1,1,1
,0,1,0,0,0.353117092,1,1.555555556,0.304347826,0.304347826,1,0.416666667,27.89927138,7.81E+11,10500000000,0,1,7.92E+12,5.68E+12,3,1,842105262,0.066666667,91157894738,894736844,8,3,5,-1.029619417,1,1.777777778,16,9,16,0.5625,0.1875,26.51297702,1,1,1
,0,0,1,0,0.086643398,1,1.25,0.3125,0.3125,1,0.111111111,14.41126539,9.75E+11,10552631579,0,1,6.46E+12,5.40E+12,3,1,9105263158,0,5.97E+11,3052631580,5,5,1,-1.427116356,1,1.375,11,6,11,0.545454545,0.545454545,10.31692083,1,1,1
,1,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,1,1.04E+12,1.57E+12,1,1,1578947370,0,,,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
,0,0,0,1.791759469,58.16006286,3,9.409090909,0.104046243,0.104046243,1,0.266033254,6541.230728,6578947369,3815789474,14,1,4.66E+12,5.14E+12,34,0,7263157896,0.009760426,6473684210,0,559,396,440,-14.98040657,4,21.13636364,1395,666,1395,0.477419355,0.184946237,6743.982304,1,1,1
