outcome,payment_account_prefix_same_as_address_prefix,payment_account_infrequent_account,payment_account_rare_account,bids_per_auction_per_ip_entropy_median,bids_per_auction_per_ip_entropy_mean,ips_per_bidder_per_auction_median,ips_per_bidder_per_auction_mean,only_one_user,ip_only_one_user_counts,on_ip_that_has_a_bot,on_ip_that_has_a_bot_mean,ip_entropy,dt_change_ip_median,dt_same_ip_median,num_first_bid,short,t_until_end_median,t_since_start_median,max_bids_in_hour72,sleep,dt_others_median,f_dt_others_lt_cutoff,dt_self_median,dt_self_min,monday,tuesday,wednesday,balance,s_monday,s_tuesday,s_wednesday,f_monday,f_tuesday,f_wednesday,bids_per_auction_median,bids_per_auction_mean,n_bids,n_urls,n_bids_url,f_urls,vasstdc27m7nks3,ya0vpnuq1shnign,url_entropy,countries_per_bidder_per_auction_median,countries_per_bidder_per_auction_mean,countries_per_bidder_per_auction_max,auto parts,books and music,clothing,computers,furniture,home goods,jewelry,mobile,office equipment,sporting goods
,0,0,1,0,2.845642286,2,3.083333333,0.3078203,0.3078203,1,0.203174603,2014.185181,18815789475,3631578946,0,1,5.84E+12,4.94E+12,18,0,1421052632,0.085365854,16157894738,105263156,179,114,123,-8.592450784,1,0.636871508,0.687150838,0.430288462,0.274038462,0.295673077,2,3.466666667,416,133,416,0.319711538,0.379807692,0,1065.045612,1,1.033333333,4,0,0,0,0,0,0,0,1,0,0
,0,1,0,1.791759469,73.31616002,3.5,19.25490196,0.289418149,0.289418149,1,0.04503393,14427.39871,5631578948,3421052632,5,0.504030547,6.37E+12,5.67E+12,100,0,2684210526,0.060885609,5421052630,0,955,700,702,-26.51758886,1,0.732984293,0.735078534,0.405176071,0.296987696,0.297836232,4,23.10784314,2357,484,2357,0.205345779,0.22783199,0,8436.345162,1,1.078431373,3,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,0,1,1,0,0,1,1,0,-1,-1,0,1,3.53E+12,9.17E+12,1,1,2684210526,0,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,1,1,0.333333333,0.333333333,1,0.25,8.525161361,1.53E+12,-1,0,1,4.04E+12,3.08E+12,1,1,263157895,0.375,1.53E+12,1.56E+11,4,2,2,-0.287682072,1,0.5,0.5,0.5,0.25,0.25,1,1,8,1,8,0.125,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,6.95E+13,2.72E+12,1,1,1.16E+12,0,,,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
,1,0,0,0,0,2,2,0,0,1,1,0,105263158,-1,0,0,2.26E+12,7.50E+13,2,1,105263158,1,105263158,105263158,0,0,2,-0.693147181,0,0,1,0,0,1,2,2,2,1,2,0.5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
,0,0,1,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,1.97E+12,1.42E+11,1,1,631578946,0,,,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
,1,0,0,0,9.055343497,1,3.681818182,0.228070175,0.228070175,1,0.296296296,302.8950973,84578947370,13000000000,0,1,6.21E+12,6.11E+12,4,0,52631580,0.655172414,81736842106,0,27,33,28,-0.329434499,0.818181818,1,0.848484848,0.306818182,0.375,0.318181818,1,4,88,33,88,0.375,0.136363636,0,238.2302224,1,1.363636364,9,0,0,0,0,0,0,0,0,0,1
,0,0,1,0,0,1,1,0,0,0,0,0,-1,-1,0,1,1.91E+12,5.60E+12,1,1,6052631578,0,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
,1,0,0,0,0.299056873,1,1.409090909,0.25,0.25,1,0.428571429,81.55795946,5.56E+11,26500000000,0,0.151515152,6.61E+13,6.18E+12,4,1,15000000000,0,3.70E+11,4684210524,11,13,9,-0.349375641,0.846153846,1,0.692307692,0.333333333,0.393939394,0.272727273,1,1.5,33,27,33,0.818181818,0.181818182,0,76.77046771,1,1,1,0,0,0,0,0,0,1,0,0,0
,1,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,3.91E+12,9.73E+12,1,1,157894738,0,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,1.113901646,1,1.715909091,0.183962264,0.183962264,1,0.475806452,665.3584486,1.03E+11,27947368420,0,0.202312139,9.70E+12,1.05E+13,7,0,473684210,0.277456647,1.03E+11,789473684,62,55,56,-0.237993018,1,0.887096774,0.903225806,0.358381503,0.317919075,0.323699422,1,1.965909091,173,81,173,0.468208092,0.260115607,0,492.5418402,1,1.102272727,4,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,14.67936126,1,5.111111111,0.259541985,0.259541985,1,0.326086957,344.6862599,1.02E+11,4552631581,0,1,6.32E+12,6.86E+12,8,0,52631580,0.701030928,97894736841,157894738,28,43,26,-2.514140484,0.651162791,1,0.604651163,0.288659794,0.443298969,0.268041237,1,5.388888889,97,31,97,0.319587629,0.381443299,0,222.0943991,1,1.444444444,9,0,0,0,0,0,0,1,0,0,0
,0,0,1,0.693147181,14.42974602,3,7.480712166,0.194016846,0.194016846,1,0.200858779,18584.10129,5789473684,1447368421,1,0.41009009,8.93E+12,6.52E+12,113,0,1368421052,0.124539425,5526315790,0,924,1029,822,-11.59332179,0.897959184,1,0.798833819,0.332972973,0.370810811,0.296216216,3,8.234421365,2775,592,2775,0.213333333,0.162522523,0,11512.48881,1,1.130563798,10,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,4.638343472,1,3.5,0.104477612,0.104477612,1,0.631578947,178.1777212,88394736843,1.38E+11,2,1,1.48E+12,1.04E+12,4,0,12473684211,0.090909091,91105263160,105263158,13,29,18,-3.197798646,0.448275862,1,0.620689655,0.216666667,0.483333333,0.3,1,4.285714286,60,43,60,0.716666667,0.283333333,0,153.8619688,1,1,1,0,0,0,0,0,1,0,0,0,0
,0,0,1,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,1.08E+13,2.88E+12,1,1,52631578,1,,,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0.202274607,1,1.265306122,0.088607595,0.088607595,1,0.58490566,215.4384278,3.70E+11,263157896,2,0.208333333,1.22E+13,7.58E+12,11,0,8263157896,0.098360656,2.31E+11,105263156,34,21,17,-3.111851696,1,0.617647059,0.5,0.472222222,0.291666667,0.236111111,1,1.469387755,72,25,72,0.347222222,0.569444444,0,119.593592,1,1,1,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,2.377532128,1,2.571428571,0.262962963,0.262962963,1,0.314102564,813.5329557,15789473684,2315789474,0,1,7.31E+12,4.60E+12,33,0,315789474,0.304123711,13289473685,52631580,72,78,49,-3.664366204,0.923076923,1,0.628205128,0.361809045,0.391959799,0.246231156,1,2.842857143,199,52,199,0.261306533,0.467336683,0,365.1239491,1,1.014285714,2,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,1,1,0.111111111,0.111111111,1,0.5,8.525161361,1.89E+12,-1,0,0.125,6.52E+13,9.85E+12,1,1,421052632,0.125,1.89E+12,4.69E+11,1,5,2,-1.203972804,0.2,1,0.4,0.125,0.625,0.25,1,1,8,5,8,0.625,0.5,0,6.733401892,1,1,1,0,0,0,0,0,1,0,0,0,0
,0,0,1,0,0,1,1,0,0,1,1,0,-1,-1,0,1,2.13E+12,1.15E+13,1,1,52631580,1,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,1,1,0.166666667,0.166666667,1,0.4,3.17805383,1.52E+11,-1,0,0.4,1.34E+13,4.65E+11,2,1,473684210,0.2,1.52E+11,6473684212,5,0,0,-3.401197382,1,0,0,1,0,0,1,1,5,3,5,0.6,0.4,0,3.17805383,1,1,1,0,0,1,0,0,0,0,0,0,0
,0,0,1,0,0,1,1.1,0.266666667,0.266666667,1,0.25,14.41126539,2.13E+12,40631578946,0,0.363636364,8.63E+12,9.05E+12,2,1,47473684210,0,1.69E+12,33894736840,2,6,3,-0.916290732,0.333333333,1,0.5,0.181818182,0.545454545,0.272727273,1,1.1,11,4,11,0.363636364,0.545454545,0,9.62377365,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,16.75062939,1,4.56,0.206866953,0.206866953,1,0.392603129,5282.718672,18315789472,3473684210,0,0.04978355,5.64E+13,1.21E+13,33,0,105263158,0.564270153,16157894736,52631578,311,299,314,-0.205087665,0.99044586,0.952229299,1,0.336580087,0.323593074,0.33982684,1,5.28,924,94,924,0.101731602,0.192640693,0,2758.449068,1,1.691428571,37,0,1,0,0,0,0,0,0,0,0
,1,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,6.29E+11,7.56E+13,1,1,17684210524,0,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,1,0,0,13.17539469,2,6.532258065,0.123772102,0.123772102,1,0.446564885,2124.138514,15315789474,3000000000,0,0.778026906,4.95E+12,4.95E+12,49,0,263157895,0.34841629,12815789473,0,149,139,158,-0.604435613,0.943037975,0.879746835,1,0.334080717,0.311659193,0.35426009,2,7.193548387,446,39,446,0.087443946,0.513452915,0,783.4327987,1,1.032258065,3,0,0,0,0,0,0,0,1,0,0
,1,0,0,0,1.059351277,1,2,0,0,1,0.833333333,6.579251212,1.37E+12,1210526316,0,1,5.91E+12,7.73E+12,2,1,52631580,0.714285714,1.28E+12,1210526316,3,1,3,-0.405465108,1,0.333333333,1,0.428571429,0.142857143,0.428571429,1,2.333333333,7,4,7,0.571428571,0.571428571,0,4.787491743,1,2,4,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,0,1,1,0,0,0,0,0,-1,-1,0,1,1.65E+12,1.16E+11,1,1,1105263160,0,,,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,1,1,0.321428571,0.321428571,0,0,12.98901483,92894736844,1263157894,0,1,4.80E+12,8.53E+12,10,1,1.11E+11,0,1289473684,526315788,0,19,0,-17.6562204,0,1,0,0,1,0,2,1.727272727,19,1,19,0.052631579,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
,0,0,0,4.787491743,39.47594296,5,12.10240964,0.253905141,0.253905141,1,0.164737311,16449.26019,1736842106,2473684210,3,0.164826799,9.10E+12,6.66E+13,85,0,2315789472,0.082203042,1789473684,0,1463,1152,12,-1013.630235,1,0.787423103,0.008202324,0.556909022,0.43852303,0.004567948,6,15.8253012,2627,901,2627,0.34297678,0.290826037,0,12456.07491,1,1.072289157,6,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,1,1,0,0,1,1,0,-1,105263158,0,0,7.34E+13,3.86E+12,470,1,473684210,0.232590529,105263158,0,1349,587,729,-176.1657239,1,0.435137139,0.540400297,0.50619137,0.220262664,0.273545966,240,242.2727273,2665,1,2665,0.000375235,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0.409053935,1,1.441860465,0.197674419,0.197674419,1,0.557692308,217.3920936,1.60E+11,9236842104,0,0.333333333,1.15E+13,5.54E+12,4,0,1210526316,0.260869565,1.20E+11,105263158,20,29,20,-1.108245185,0.689655172,1,0.689655172,0.289855072,0.420289855,0.289855072,1,1.604651163,69,35,69,0.507246377,0.144927536,0,171.1615657,1,1.186046512,3,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0.317805383,1,1.4,0.066666667,0.066666667,1,0.538461538,22.55216385,1.71E+11,-1,0,0.071428571,6.56E+13,1.14E+13,3,1,447368420,0.357142857,1.71E+11,24000000000,0,5,9,-4.836281907,0,0.555555556,1,0,0.357142857,0.642857143,1,1.4,14,3,14,0.214285714,0.857142857,0,5.049856007,1,1.1,2,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,1,1.090909091,0.095238095,0.095238095,1,0.416666667,27.87028385,4.04E+11,684210528,0,1,8.28E+12,8.22E+11,10,1,157894736,0.473684211,1.82E+11,421052632,12,1,6,-4.882801923,1,0.083333333,0.5,0.631578947,0.052631579,0.315789474,1,1.727272727,19,9,19,0.473684211,0.526315789,0,23.59361773,1,1,1,0,0,0,0,0,1,0,0,0,0
,0,0,1,0,0,1,1.125,0.307692308,0.307692308,1,0.428571429,10.6046029,8.34E+11,2342105264,0,1,2.60E+12,1.10E+13,3,1,947368422,0.333333333,3.15E+11,0,1,3,5,-1.203972804,0.2,0.6,1,0.111111111,0.333333333,0.555555556,1,1.125,9,7,9,0.777777778,0.111111111,0,9.911455722,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0.348138216,1,1.684210526,0.245810056,0.245810056,1,0.254716981,513.1491198,72763157894,1342105263,0,0.348148148,6.55E+13,4.83E+12,13,0,894736842,0.187969925,62947368421,105263156,44,48,43,-0.152475396,0.916666667,1,0.895833333,0.325925926,0.355555556,0.318518519,1,1.776315789,135,70,135,0.518518519,0.340740741,0,380.7575201,1,1.026315789,2,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,0.84666847,1,1.824742268,0.2125,0.2125,1,0.36875,792.9394369,94315789472,5947368422,0,0.227513228,1.05E+13,9.35E+12,9,0,1052631580,0.128342246,74157894738,105263158,58,64,67,-0.333475816,0.865671642,0.955223881,1,0.306878307,0.338624339,0.354497354,1,1.948453608,189,70,189,0.37037037,0.100529101,0,457.5200955,1,1.082474227,3,0,0,0,0,0,1,0,0,0,0
,0,0,1,0,0,1,1,0,0,1,0.5,0,7.55E+12,-1,0,0,8.37E+12,6.89E+13,1,1,1263157895,0,7.55E+12,7.55E+12,1,1,0,0,1,1,0,0.5,0.5,0,1,1,2,1,2,0.5,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,1,0,0,0.56686623,1.5,1.5,0,0,1,0.25,19.37411002,26000000000,7684210527,0,0.428571429,9.53E+12,6.43E+13,6,1,78947367,0.571428571,13736842106,842105262,11,0,3,-6.541029999,1,0,0.272727273,0.785714286,0,0.214285714,1.5,2.333333333,14,7,14,0.5,0.214285714,0,18.68096284,1,1.166666667,2,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,3.562851948,1,2.55,0.1875,0.1875,1,0.604166667,150.6178331,1.84E+11,3657894738,0,1,4.26E+12,8.48E+12,4,0,105263160,0.529411765,1.80E+11,473684210,11,15,26,-3.257688882,0.423076923,0.576923077,1,0.211538462,0.288461538,0.5,1,2.6,52,33,52,0.634615385,0.173076923,0,129.0031622,1,1.25,6,0,0,0,0,0,0,1,0,0,0
,0,0,1,0,0,1,1.25,0.285714286,0.285714286,1,0.6,3.17805383,1.28E+12,-1,0,0,5.33E+11,7.29E+13,1,1,368421054,0.4,1.28E+12,52894736840,1,1,3,-0.405465108,0.333333333,0.333333333,1,0.2,0.2,0.6,1,1.25,5,5,5,1,0,0,3.17805383,1,1,1,0,0,0,0,0,0,0,0,1,0
,0,0,1,0,3.27576224,1,3.247787611,0.186234818,0.186234818,1,0.390879479,1927.278257,20052631580,2421052632,1,0.121890547,6.81E+13,5.33E+12,33,0,1052631580,0.140306122,13368421054,0,136,140,126,-0.389457916,0.971428571,1,0.9,0.338308458,0.348258706,0.313432836,2,3.557522124,402,48,402,0.119402985,0.184079602,0,711.7613697,1,1.707964602,8,0,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,2,1.666666667,0.166666667,0.166666667,1,0.6,12.80182748,1.62E+12,-1,0,0,3.22E+13,3.98E+13,1,0,842105263,0,1.62E+12,55368421054,1,6,3,-1.609437912,0.166666667,1,0.5,0.1,0.6,0.3,2,1.666666667,10,5,10,0.5,0.5,0,9.62377365,1,1.166666667,2,0,0,0,0,0,0,1,0,0,0
,1,0,0,0,0,1,1.2,0,0,1,0.4,5.886104031,1.84E+12,1184210526,0,0.285714286,6.16E+13,1.10E+13,3,1,1684210527,0,8.24E+11,842105264,0,2,5,-2.302585093,0,0.4,1,0,0.285714286,0.714285714,1,1.4,7,4,7,0.571428571,0,0,6.579251212,1,1,1,0,0,0,0,0,0,0,0,0,1
,1,0,0,0,0.335134063,1,1.625,0.21978022,0.21978022,1,0.653061224,225.1815482,3.11E+11,105263158,0,0.14084507,1.07E+13,1.05E+13,4,0,2105263157,0.106060606,2.99E+11,0,28,20,23,-0.655900802,1,0.714285714,0.821428571,0.394366197,0.281690141,0.323943662,1,1.775,71,1,71,0.014084507,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,1,1.083333333,0.210526316,0.210526316,1,0.272727273,24.498074,8.03E+11,9236842106,1,1,5.19E+12,5.36E+12,3,1,1105263158,0.153846154,4.52E+11,1157894738,6,5,4,-0.182321557,1,0.833333333,0.666666667,0.4,0.333333333,0.266666667,1,1.25,15,8,15,0.533333333,0.133333333,0,22.70631453,1,1,1,0,1,0,0,0,0,0,0,0,0
,0,0,1,0,0,1,1,0,0,1,1,0,-1,-1,0,1,2.68E+12,1.09E+13,1,1,2894736844,0,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,1.250164846,1,1.785714286,0.161290323,0.161290323,1,0.739130435,56.21184575,2.46E+11,17315789476,0,0.346153846,9.10E+12,1.02E+13,2,0,131578947,0.5,2.44E+11,7736842104,13,4,9,-2.323787301,1,0.307692308,0.692307692,0.5,0.153846154,0.346153846,1,1.857142857,26,7,26,0.269230769,0.615384615,0,29.41118666,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,1,1.1,0,0,1,0.727272727,15.10441257,7.47E+11,-1,0,0.272727273,1.09E+13,8.06E+12,1,1,2526315790,0,7.47E+11,25526315790,2,5,4,-0.510825624,0.4,1,0.8,0.181818182,0.454545455,0.363636364,1,1.1,11,5,11,0.454545455,0.181818182,0,10.31692083,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,47.81678876,1,3.095238095,0.002564103,0.002564103,1,0.735294118,1494.138322,3157894736,4052631580,0,0.014138817,2.02E+12,7.52E+13,39,1,52631578,0.826478149,3789473684,0,168,83,527,-205.7587759,0.318785579,0.157495256,1,0.215938303,0.106683805,0.677377892,2,37.04761905,778,4,778,0.005141388,0.010282776,0,182.0128984,1,2.095238095,6,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,3.189528176,1,2.959537572,0.208211144,0.208211144,1,0.333333333,2829.013454,18421052630,1684210526,0,0.111111111,6.86E+13,5.84E+12,25,0,1157894736,0.116634799,16578947369,105263156,181,179,180,-0.00554018,1,0.988950276,0.994475138,0.335185185,0.331481481,0.333333333,1,3.121387283,540,8,540,0.014814815,0.214814815,0,352.1845024,1,1.375722543,7,0,0,0,0,0,0,0,1,0,0
,0,0,0,19.3233685,19.3233685,9.5,9.5,0.3125,0.3125,1,0.473684211,44.68699172,2.31E+11,1.08E+11,0,0,7.01E+13,6.92E+12,2,1,52631580,0.818181818,2.13E+11,32157894738,7,10,5,-0.762140052,0.7,1,0.5,0.318181818,0.454545455,0.227272727,11,11,22,4,22,0.181818182,0.318181818,0,18.81367319,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,1,0,0,1,1,0,0,1,1,0.693147181,8.01E+12,96105263158,0,0.666666667,2.14E+12,9.67E+12,1,1,1.06E+11,0,4.06E+12,96105263158,1,0,2,-0.693147181,0.5,0,1,0.333333333,0,0.666666667,1,1,3,3,3,1,0,0,0.693147181,1,1,1,0,0,0,0,0,0,0,1,0,0
,1,0,0,,,,,,,0,0,,-1,-1,0,,,,,0,,,,,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,1
,0,0,1,0,0.509166763,1,1.5,0.1640625,0.1640625,1,0.540229885,389.0910816,49473684210,2684210528,0,1,4.34E+12,6.26E+12,8,0,3789473684,0.205607477,44342105265,52631578,33,30,44,-1.454409828,0.75,0.681818182,1,0.308411215,0.280373832,0.411214953,1,1.528571429,107,28,107,0.261682243,0.271028037,0,249.594545,1,1.028571429,2,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,20.8164022,2,8.222222222,0.379591837,0.379591837,1,0.256756757,610.0373857,22473684212,-1,0,1,4.88E+12,2.07E+12,7,0,4421052632,0.007751938,22473684212,52631580,105,10,37,-48.05062203,1,0.095238095,0.352380952,0.690789474,0.065789474,0.243421053,2,8.444444444,152,4,152,0.026315789,0.980263158,0,15.03186144,1,1,1,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,12.73311125,2,5.728915663,0.358689617,0.358689617,1,0.161214953,14504.67429,3368421054,736842106,5,1,6.10E+12,4.57E+12,95,0,1263157894,0.20536976,3052631580,0,976,805,529,-68.53139145,1,0.824795082,0.542008197,0.422510823,0.348484848,0.229004329,2,6.957831325,2310,212,2310,0.091774892,0.678354978,0,4323.28895,1,1.331325301,31,0,0,0,0,0,0,1,0,0,0
,0,0,1,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,9.22E+12,2.04E+11,1,1,0,1,,,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,1,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,1,1.75E+11,4.44E+12,1,1,1157894736,0,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0.178657943,1,1.220588235,0.06162465,0.06162465,1,0.216216216,465.6945265,1.10E+11,736842106,0,0.062686567,5.89E+12,7.14E+13,62,0,1184210526,0.131868132,1105263156,0,19,297,19,-221.9503809,0.063973064,1,0.063973064,0.056716418,0.886567164,0.056716418,1,4.926470588,335,46,335,0.137313433,0.820895522,0,337.3599818,1,1,1,0,0,0,0,0,1,0,0,0,0
,1,0,0,0,9.293311725,1,3.363636364,0.145833333,0.145833333,1,0.495412844,464.9272929,1.39E+11,1552631579,0,0.056910569,1.10E+13,6.33E+13,4,0,52631578,0.702479339,1.38E+11,52631578,41,41,41,0,1,1,1,0.333333333,0.333333333,0.333333333,1,3.727272727,123,39,123,0.317073171,0.455284553,0,237.1299052,1,1.363636364,13,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,1,3.15E+11,1.14E+13,1,1,421052632,0,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,36.75527855,2,8.692982456,0.208150632,0.208150632,1,0.326397919,18639.65153,2368421052,1578947368,14,1,5.03E+12,6.26E+12,129,0,947368422,0.121614151,2315789474,0,949,1004,1117,-7.109178221,0.849597135,0.898836168,1,0.309120521,0.327035831,0.363843648,2,13.46491228,3070,1584,3070,0.515960912,0.349837134,0,13871.69585,1,1.25,15,0,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,1,1,0,0,1,0.333333333,0.693147181,2.78E+12,-1,0,0,7.13E+13,5.57E+12,1,1,2947368422,0,2.78E+12,1.94E+12,1,1,1,0,1,1,1,0.333333333,0.333333333,0.333333333,1,1,3,2,3,0.666666667,0.666666667,0,0.693147181,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0.385915015,1,1.511111111,0.213483146,0.213483146,1,0.483870968,224.1111068,53526315788,7894736843,0,1,4.24E+12,7.54E+12,7,0,684210526,0.333333333,48736842106,421052632,7,27,36,-10.804314,0.194444444,0.75,1,0.1,0.385714286,0.514285714,1,1.555555556,70,34,70,0.485714286,0.385714286,0,163.5425522,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,1,5.00E+12,8.15E+12,1,1,9842105262,0,,,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,0,1,1,0.25,0.25,1,0.333333333,0.693147181,2.41E+12,-1,0,0.333333333,9.93E+12,6.81E+12,1,1,5684210526,0,2.41E+12,2.41E+12,2,1,0,-0.693147181,1,0.5,0,0.666666667,0.333333333,0,1,1,3,2,3,0.666666667,0.666666667,0,0.693147181,1,1,1,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,1,1,0,0,1,1,3.17805383,4.48E+12,-1,0,0.6,1.36E+13,1.95E+12,1,1,18578947368,0.2,4.48E+12,1.93E+12,3,1,1,-0.405465108,1,0.333333333,0.333333333,0.6,0.2,0.2,1,1,5,1,5,0.2,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,18.20994689,2,6.40736342,0.214866567,0.214866567,1,0.287836108,49923.75943,2631578946,1605263157,36,0.306053975,9.34E+12,8.33E+12,193,0,2157894738,0.114759225,2578947368,0,2302,2229,2324,-1.085679095,0.990533563,0.959122203,1,0.335813275,0.325164114,0.339022611,2,8.141330166,6855,3486,6855,0.508533917,0.101531729,0,44639.18543,1,1.242280285,24,0,0,0,0,0,0,0,1,0,0
,0,0,0,0.895879735,116.7226375,2,17.52631579,0.003255208,0.003255208,1,0.367256637,6054.334562,10736842108,4815789473,0,0.244937949,9.41E+12,1.14E+13,41,0,473684210,0.253721245,10157894736,0,454,550,527,-4.997085002,0.825454545,1,0.958181818,0.29653821,0.359242325,0.344219464,3.5,40.28947368,1531,399,1531,0.260613978,0.363161332,0,5132.275531,1,1.184210526,4,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,1.460027227,1,2.151515152,0.20212766,0.20212766,1,0.523809524,246.1866197,1.87E+11,23684210526,0,0.546666667,7.33E+12,6.47E+12,10,0,342105264,0.364864865,1.37E+11,315789474,23,21,31,-1.068222351,0.741935484,0.677419355,1,0.306666667,0.28,0.413333333,1,2.272727273,75,16,75,0.213333333,0.48,0,124.7648784,1,1.03030303,2,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,8.172808549,1,4.611111111,0.295212766,0.295212766,1,0.26904376,4372.878879,10289473683,2236842106,0,1,6.22E+12,6.33E+12,34,0,1210526316,0.130268199,9526315790,0,262,291,242,-2.276762204,0.900343643,1,0.83161512,0.329559748,0.366037736,0.304402516,2,4.907407407,795,119,795,0.149685535,0.318238994,0,2138.60603,1,1.555555556,12,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,22.82357991,2,7.873786408,0.246555475,0.246555475,1,0.193693694,5675.04246,2157894736,1263157894,0,1,5.05E+12,4.60E+12,221,0,236842104,0.378,2052631580,0,337,380,322,-2.583595474,0.886842105,1,0.847368421,0.324350337,0.365736285,0.309913378,2,10.08737864,1039,376,1039,0.361886429,0.449470645,0,3586.081375,1,1.009708738,2,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,1,1.083333333,0.176470588,0.176470588,1,0.75,21.85901667,8.83E+11,3894736842,0,0.428571429,8.15E+12,8.62E+12,4,1,1842105264,0.076923077,6.61E+11,842105264,7,3,4,-0.741937345,1,0.428571429,0.571428571,0.5,0.214285714,0.285714286,1,1.166666667,14,5,14,0.357142857,0.5,0,15.27976546,1,1,1,0,0,0,0,0,0,1,0,0,0
